"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",0,0.79765480839591,0.556544803268733,0.66940455679676,0.513961481838771,0.571151705207439,0.514404944314976,0.137458868597822,0.617451750244866,0.305421938844179,0.598667185622712,0.87004231041957,0.50555753467779,0.773326880194438,0.535477955343668,0.648523393191597,0.637653317408063,0.347896907385852,0.785778194289853,0.845797340395547,0.250532911206901,0.347423574250614,0.444169633082731,0.728520313203109,0.650294690017198,-0.00256349192716961,0.645044862124774,0.369518905871236,0.142116632983293,0.822939339987745,0.43029223864633,0.213447011448436,0.385791822081915,0.335893320090324,0.482146959292915,0.702748245350714,0.333240156255521,0.20595560403587,0.547858890404802,0.323503776119057,0.369644943148376,0.00124408491257225,0.552281418416989,0.518340799064633,0.478253335683735,0.432416736064127,0.396867012697217,0.408609665142797,0.290750412262231,0.422381641840449,0.118785790030006,0.783543565460359,0.344173964824484,0.520758175958575,0.536355054595066,0.456377895752743,0.293128590657543,0.562049171563265,0.521933109747504,0.74825556010369,0.398550316807577,0.676050299074547,0.201522317840192,0.759690568332379,0.087285407719869,0.231029071156722,0.452388919143597,0.21480407610218,0.45278553009434,0.407516078352267,0.109570900178592,0.326289701485919,0.603581944996924,0.465002732872707,0.618119746694351,0.583567201077382,0.269693336499174,0.691574578558129,-0.0462367184072044,0.413371946287991,0.276900537414816,0.365019280378172,0.574041669492148,0.410583048858741,0.225006016174239,0.364579888316165,0.375189400649396,0.499294777937455,0.20567378304335,0.416542927546885,0.0274604079033564,0.23483358863468,-0.0572989546277323,0.14888046785453,0.388131119013739,0.149961146019677,0.00194651168193108,0.133789110731243,0.389920351930116,0.462806535062177
"2",0.79765480839591,0,0.759715330482286,0.309529775636832,0.153486720349465,0.61448632734575,0.465706265369769,0.8111245047768,0.328850212726044,0.357671096658276,0.871758471278569,0.741991504878786,0.793743297042327,0.424487286696057,0.665542653274155,0.521848561837423,0.170570079458853,0.778454380830067,0.460719046730478,0.410899757590991,0.605878507301288,0.295211480654703,0.345807484588933,0.586345276463779,0.825571318887373,0.232776133158054,0.469540164464057,0.651445627935236,0.370205971360459,0.400599775356804,0.750903950607799,0.0176441338512834,0.492328916625059,0.606851940520583,0.45239631483381,0.220555859565458,0.447531262220715,0.670104280927206,0.311273888015813,-0.0214367919341302,0.0782913473490477,0.425262387229126,0.361127162324511,0.601006885224782,0.61333790299434,0.558035801982588,0.155577060925727,0.461369355990969,0.322598595403086,0.204086536898614,0.332336480668271,0.387423456215097,0.261781077431447,0.415412950954081,0.318830606236235,0.287627503005626,0.0947445899268112,0.119632592610711,0.400658978686247,0.0692389110236028,0.243284142430116,0.220031040355334,0.509369654890936,0.522971422334486,0.411221118108161,0.381485589394892,0.626089828554742,0.566506495154402,0.750775828732066,0.107325038386098,0.318204338418642,0.731408033749154,0.399208191525488,0.222691818169421,0.200077017729792,0.478636682087503,0.541058304332863,0.319469143222139,0.354162683498957,0.188907460924029,0.351526039716236,0.301884989962493,0.648089569197955,0.213508972600427,0.716314680683951,0.338942559777603,0.0428410301415201,0.385593119575472,0.457145607885285,0.200220566282025,0.339133717780271,0.0714049555736527,0.207279149091731,0.267848452113274,0.378175756176666,0.0446721048622823,0.446238120340727,0.206095933197219,0.00998103265189287,0.190952108066255
"3",0.556544803268733,0.759715330482286,0,0.925993547678412,0.49509031323287,0.146486679214903,0.412878361506596,0.433709831412161,0.0829505568522232,0.583437761968188,0.434971118121946,0.776705103017956,0.704310284110016,0.337967636661263,0.789836629698915,0.199230521508545,0.529398465870341,0.437602106290322,0.550738872667982,0.258931719942204,0.174521789253751,0.423830683694627,0.453131949349959,0.356600281537994,0.315637194913794,0.448846175402352,0.161570368135292,0.54918043662662,0.627688156024621,0.474411502010258,0.299508174390568,0.600056178912102,0.452252255511131,0.164967345209819,0.274628517840598,0.396247925439778,0.476321991546199,0.636615596199967,0.710347048420819,0.0708904579705954,0.176281656792513,0.73641955325651,0.601017957669579,0.324133724749512,0.391222437968703,0.41461259144547,0.317028687474423,0.657371833087496,0.128857433940242,0.245426521316544,0.552134511374173,0.369983723808593,0.333445720004443,0.52787165949786,-0.0066749575661002,0.240993318924636,0.524828017599709,0.201281104722365,0.387773064833646,0.250419217681988,0.339808130243189,0.40104438812682,0.636620736472302,0.466679306680191,0.615219749052281,0.506207794795097,0.521244783339811,0.17674464604956,0.292293575414692,0.247139829567746,0.406147900919339,0.556785116526094,0.261286837028999,0.550955630944322,0.427244644322251,0.522100998417185,0.657533228815983,0.639386996801429,0.750906185253514,0.730371772260881,0.205285560295544,0.444857012008206,0.507332104111492,0.809518241553929,0.435392314268423,0.288816905818844,0.450435442316779,0.475327125674816,0.156985341251499,0.352477564859568,0.0711359309815009,0.165724728752436,0.260267882057238,0.187775463773617,0.456201104396975,0.196738355146586,0.0940617975491201,0.0788990906506732,0.547717062704885,0.506123925160162
"4",0.66940455679676,0.309529775636832,0.925993547678412,0,0.188414463654745,0.409243952551454,0.192203837176617,0.707903225099292,0.433745866274946,0.234052191173317,0.611551221273779,0.0955692451652523,0.546509795403652,0.58590826411767,0.421982798473793,0.901639392478373,0.64257428408652,0.255536016234156,0.467376030363814,0.53200274931845,0.382708097061384,0.535558021103916,0.0549554686368638,0.551039888753858,0.457900767978106,0.821927175356424,0.0666840971560216,0.47320224300436,0.24073881534458,0.148752959255598,0.23288332732511,0.3229636747565,0.332776630553982,0.262677936293282,0.328073439928224,0.437107044209511,0.431590588792072,0.858782008705639,0.611798402860572,0.80521089828739,0.403137043755605,0.0570875035810876,0.479142992983159,0.319915813560454,0.373843239901266,0.40831549774948,0.453191245226194,0.272468830565946,0.238468355430532,0.17712883744478,0.435403366869841,0.742973336426341,0.515472364351592,0.572618817391227,0.657986449499668,0.412575521879171,0.659706854834419,0.181558662379771,0.686242879625859,0.766198559108427,0.406965053754103,0.72408734666897,0.200222419885473,0.603623575012834,0.495449078490564,0.0993105441939515,0.531851074974901,0.587388393981804,0.207900433156553,0.439385054119926,0.116362378907109,0.351945807537173,-0.0105580711066945,0.410464207797573,0.214197577577744,0.474249322456688,0.601825759130671,0.365538127847687,0.327937632567252,0.138748151256137,0.584196218823616,0.433227212660845,0.32146712391649,0.386297746982955,0.103430027382153,-0.0133367863369044,0.666519921138544,0.186101815478243,0.658938420106541,0.182649752857736,0.148174573417804,0.46980568784892,0.424188131175385,0.391264346271065,0.486978070620126,0.0867776541455778,0.35178447204659,0.207821141980182,0.253248639563912,0.0148407208020311
"5",0.513961481838771,0.153486720349465,0.49509031323287,0.188414463654745,0,0.749956314621214,0.319349420613661,0.522977236807254,0.270659164301776,0.72936440147396,0.444882333745165,0.327859141743078,0.520182544070251,0.442194125750724,0.285884299783246,0.489476587469016,-0.000852893820413817,0.405714627868476,0.179514605579771,0.46933333180519,0.449126936312521,0.825963105757114,0.529794663631644,0.293989282662241,0.514317882373505,0.511755328017631,0.799398700690642,0.335321098388633,0.541743781545182,0.105356255059244,0.333915520303685,0.209645304948372,0.494246353253539,0.274999557992255,0.85595274339838,0.542506196552104,0.748765438195673,0.204689163738088,0.807857760251747,0.771575674123772,0.224731929301056,0.0531995590781207,0.461206137970641,0.196198012193416,0.57330839259903,0.739881340537051,0.467977666743821,0.514004014523503,0.202570792964359,0.094084366110313,0.200401243713365,0.526421833559123,0.500767082345901,0.384860399902193,0.516432849814802,0.557230852765715,0.577607222590587,0.566672035537242,0.291969742930588,0.0831799134564535,0.0821806911009851,0.55000468752943,0.405630677769171,0.00661347377846478,0.199396321669486,0.469651578271596,0.270715400880059,0.497204562389924,0.462085931405905,0.29436748067744,0.467715959424335,0.408765894035078,0.0500406057002375,0.292658037458201,0.251427866940938,0.272832248413532,0.370207780617018,0.413896605246237,0.152316391431228,0.674738590041402,0.192842320581239,0.197874838642712,0.0671491990349799,0.271904373616047,-0.018612361222617,0.456280034854094,0.153231298949993,0.668714715758661,0.365202297079008,0.43413269943752,0.581001339965504,0.325183156205623,0.52400770616801,0.33681727004904,0.158781067026155,0.425198990440945,-0.149829018477054,0.245181617296146,0.525986411499588,0.363379338592618
"6",0.571151705207439,0.61448632734575,0.146486679214903,0.409243952551454,0.749956314621214,0,0.0996251331131808,0.397311827853512,0.744352134250984,0.573176533418604,0.324679896181616,0.701558147510007,0.710766926710929,0.531139561399814,0.406949493264191,0.240226052996275,0.629348844938283,0.611090017022877,0.541459076447926,0.792652283830267,0.708280706866363,0.218634511581982,-0.0214002813853492,0.137688620673312,0.507069710493888,0.606996521209402,0.160894242449781,0.648672347167277,0.285197791795442,0.789165014072394,0.242138024363118,0.406397342224944,0.591012404936267,0.455123345424499,0.263204843169158,0.111481606990484,0.123210775487069,0.275362304781487,0.376298052298212,0.463156414111142,0.24603823670939,0.160478785239909,0.565828434584873,0.167790245068252,0.705468660349258,0.367499500668394,0.374631010586421,0.292056830777582,0.414389181946256,0.0727363607821097,0.137850189593887,0.476685498165174,0.0566739665064163,0.27203467198991,0.344599660624798,0.271863809972212,0.26509263871562,0.34699684529195,0.220943630834948,0.00710965459920413,0.395526029519606,0.671545902639155,0.431456841471583,0.527976602604676,0.229855597515911,0.083640881779952,0.103033401564325,0.158084508317245,0.505218494863759,0.310574543299875,0.0926367037708536,0.181171120804431,0.294289832341644,0.303313519625037,0.021758154221219,0.5392327809347,0.307655706635952,0.338897574585804,0.247788092830087,0.509392672496203,0.370377758004126,0.111779059697634,0.497797942728765,0.00621948371674692,0.081504708869612,0.101253699898869,0.177584379904583,-0.0581104949717954,0.552948115499932,0.313024756173192,0.1636257534325,0.520905286550414,0.685899392668521,0.285434147565289,0.226859595473709,0.0341719610322594,0.234057751151765,-0.0153248026754661,0.4357701228589,-0.00803027440001347
"7",0.514404944314976,0.465706265369769,0.412878361506596,0.192203837176617,0.319349420613661,0.0996251331131808,0,0.384501671085482,0.0869390663565224,0.421433514364606,0.472699292019119,0.315924234428429,0.33434049674653,0.458593203018467,0.80888827004424,0.537988313098309,0.613658800869835,0.628971106707805,0.253391885043056,0.145785137387083,0.387174996763547,0.0720278763719447,0.0719239601045918,0.520973029746417,0.383481863498189,0.433210414745268,0.361849734451213,0.392558315104839,0.707330542238159,0.308934928141742,0.160689554297973,0.499683122868677,0.689770115852993,0.460709600366915,0.548302920166708,0.169446141240672,0.399523107615727,0.620554821135781,0.126993233039458,0.228795854100402,0.375218492038077,0.229855276674728,0.532369149528364,0.869606285262614,0.279925604132844,0.784537041646539,0.262550815664524,0.554242130262004,0.368151723719902,0.402986656260552,0.40520492977289,0.125856118159946,0.6572115507111,0.413427567046295,0.145027483656911,0.0693326381237749,0.344015857921346,0.497656129322919,0.585369215683011,0.0741549792599592,0.270120626310654,0.0445185341613178,0.31100327683853,0.323943081823946,0.316013761620513,0.384689683334575,0.77067091870623,0.278891924360185,0.451571118137335,0.136187089056298,0.0574208216053865,0.357392831012597,0.419086562405486,0.304519419672482,0.422977734461436,0.173553487762482,0.425549304422728,0.167360929223177,0.268124286819219,0.46316288829803,0.426670349920922,0.0062325198983382,0.231615697981311,0.265136228553637,0.603543764010547,0.361540613260572,0.0355097159242502,0.426627553724458,0.33071842595977,0.143306784847072,0.248656106109891,0.257944959282417,0.0817039544759273,0.192062626165714,0.171027798039433,0.43822300388585,-0.0444033062008182,0.289344204554986,0.37078496457262,0.157103905422084
"8",0.137458868597822,0.8111245047768,0.433709831412161,0.707903225099292,0.522977236807254,0.397311827853512,0.384501671085482,0,0.564754839095611,0.31624744912484,0.275667207483275,0.393329149771055,0.273167746806621,0.0588633884113999,0.574082760488949,0.0621891380491652,0.65156109257121,0.204015862240613,0.792570035431857,0.599480892834855,0.916678489722305,0.515115130349444,0.782656321680758,0.551914592219031,0.594382690259988,0.462778981303124,0.252343032340493,0.454144226466405,0.135782036834949,0.213722095178335,0.498222235809047,0.652746983353556,0.859556354822234,0.378435534352917,0.417917590772097,0.41189930492985,0.397111462472331,0.455929202251066,0.160398720394972,0.661055229529669,0.186730817341899,0.274857087898464,0.766139277221626,0.279996207963663,0.772273653362989,0.190775882131018,0.386774064372076,0.370343308875061,0.460817189674649,0.124970218011579,0.331970944115814,0.269111822089687,0.0813990099604565,0.731334208812713,0.407120483430572,0.17499201174093,0.658015315957811,0.0571305757264555,-0.0409213411245841,0.511139774699139,0.197684710079737,0.307060346331749,0.233593114906217,0.310364424986914,0.393987047764806,0.0434917675723816,0.588212182683,0.677958826128868,0.586721289124754,0.510783630715067,0.271512252402969,0.138807577705102,0.722749764898687,0.164863923892854,0.577393397296229,0.56683570955043,0.777877850585125,-0.0127782073686002,0.453237489505662,0.330805613381736,-0.0189780041253907,0.0360340557983863,0.451967199792598,0.558160054669514,0.0659432651527066,0.56932424875634,0.279974650043768,0.584843818122666,0.140784084916308,0.523506866815046,0.529902934554558,0.546483577902608,0.0998246872600065,0.064772231066102,0.0824996312959828,0.454565809320112,0.175949710628923,-0.135331944349615,0.279877102555101,0.325003944266218
"9",0.617451750244866,0.328850212726044,0.0829505568522232,0.433745866274946,0.270659164301776,0.744352134250984,0.0869390663565224,0.564754839095611,0,0.225733590987553,0.116125347005979,0.7467496408356,0.553913012378464,0.246344122902211,0.519237215253159,0.280781337439484,0.412736311172972,0.175462864345781,0.675408828045514,-0.0106274939671221,0.48929020080137,0.36838610626645,0.491981846309387,0.285711210647355,0.345564394097115,0.152671644004759,0.493846100700181,0.154441244217113,0.492476750602447,0.542843266757352,0.187562662726188,0.581292235348305,0.097382914339116,0.747868091351898,0.282702129044165,0.187593049679828,0.667142583838341,0.819512055831301,0.600638987296893,0.781603415708871,0.105550945790226,0.20621918137359,0.187888848783127,0.517796611284411,0.409034981961839,0.471130126282246,0.299276631676045,0.326007168942952,0.445422951792246,0.456204375137609,0.373573140441684,0.250473922095431,0.307602044367514,0.243767670944921,0.377005953176129,0.183260340702751,0.370437547882122,0.526827775448979,0.295818542923892,0.747947639293083,0.0955343655709936,0.451769656936415,0.554367805778065,0.525842162264966,0.432383751917279,0.626161780256993,0.650877484910079,0.741747245032687,-0.0379053773126157,0.0591590523017481,0.213054151873615,0.0166611452843492,0.429345110506888,0.19850614733531,0.423492517772264,0.120036110474319,0.226357497912234,0.367951550335996,0.0798464821787407,0.295866149039372,-0.000222549734351818,0.232989472382947,0.632143314487449,0.117369731573683,0.271396671913611,0.537756458807324,0.55029036194324,0.316357661920976,0.457660299460426,0.232396397420298,0.65654823746295,0.591746749293443,0.425179683168656,0.507215801618677,0.372600336234989,0.652183763941873,0.539954773663827,0.240196008460092,0.43679498231437,0.496065039460378
"10",0.305421938844179,0.357671096658276,0.583437761968188,0.234052191173317,0.72936440147396,0.573176533418604,0.421433514364606,0.31624744912484,0.225733590987553,0,0.279928399393383,0.727807233537495,0.571989673835188,0.465820470438308,0.39793215885615,0.704626754811378,0.468026173855496,0.37880835682483,0.227228627503752,0.51528008417282,0.359950596525132,0.248641480384854,0.26175474488531,0.629576677949945,0.576153146594241,0.362751488392101,0.776733744443106,0.408729066077658,0.636998617086431,0.630873051302243,0.383834027630435,0.0972198895174801,0.499194254371653,0.662190905754611,0.528585814504646,0.398022791099887,0.761810578579143,0.0905325757897162,0.119604732938914,0.259266887308911,0.14051417306699,0.112455053108589,0.446402154912408,0.38417439075593,0.253369320871797,0.560732879990526,0.456308465479873,0.471448835728392,0.277805910471008,0.163806919265384,0.23456327934172,0.0887664447308624,0.276045728013675,0.48108345640005,0.351046126060276,0.707000990582471,0.280964645088842,0.557595374948256,0.173872598532922,0.376012049268077,0.0992829191159238,0.293017717263614,0.243656568499558,0.590310891200227,0.141588088728554,0.0659392976654777,0.11500683406058,0.00525068125504784,0.660983206505237,0.41923143588827,0.257246243432175,0.400344644123376,0.435288265133855,0.473823895845116,0.153864026527979,0.338807930387365,0.766511730323513,0.612634384506168,0.251590657248892,0.359397881104443,0.554911789526795,0.428446307385934,0.0866841976360219,0.337550695228412,0.171619846287482,0.378250740504478,0.595973173872891,0.0686933914668078,0.586310924840981,0.0194308849772027,0.311643404696501,0.249743992038199,0.521398444747194,0.262887589315025,0.635006693498608,0.192413662959912,0.492251528577252,0.308622407260657,0.448375859645404,0.390097090126144
